name,family_id
Pterogoniadelphus,562
Pterogonium,562
Scabridens,562
Leucomium,563
Rhynchostegiopsis,563
Chiloscyphus,564
Lophocolea,564
Oleolophozia,565
Pseudolophozia,565
Trilophozia,565
Lunularia,566
Sedgwickia,566
Makinoa,567
Verdoornia,567
Bucegia,568
Dumortiera,568
Hygrophila,568
Marchantia,568
Marchantiopsis,568
Marchasta,568
Neohodgsonia,568
Preissia,568
Dendromastigophora,569
Mastigophora,569
Amblyodon,570
Amblyodum,570
Diplocomium,570
Meesia,570
Neomeesia,570
Paludella,570
Mesoptychia,571
Aerobryidium,572
Aerobryopsis,572
Aerobryum,572
Ancistrodes,572
Barbella,572
Barbellopsis,572
Bryodusenia,572
Chrysocladium,572
Coelidium,572
Cryptopapillaria,572
Dicladiella,572
Floribundaria,572
Looseria,572
Loxotis,572
Meteoridium,572
Meteoriopsis,572
Meteorium,572
Neodicladiella,572
Neonoguchia,572
Orthostichella,572
Papillaria,572
Pilotrichella,572
Pseudobarbella,572
Sinskea,572
Squamidium,572
Toloxis,572
Trachycladiella,572
Tricholepis,572
Weymouthia,572
Zelometeorium,572
Apometzgeria,573
Austrometzgeria,573
Echinomitrion,573
Metzgeria,573
Steereella,573
Microtheciella,574
Mittenia,575
Mizutania,576
Astrophyllum,577
Cinclidium,577
Cyrtomnium,577
Leucolepis,577
Mnium,577
Orthomnion,577
Orthomniopsis,577
Plagiomnium,577
Polla,577
Pseudobryum,577
Rhizomnium,577
Stellariomnium,577
Trachycystis,577
Monocarpus,578
Monoclea,579
Dumortieropsis,580
Monosolenium,580
Helicodontium,581
Juratzkaeella,581
Nematocladia,581
Eumyurium,582
Myuriopsis,582
Myurium,582
Oedicladium,582
Piloecium,582
Alleniella,583
Arbuscula,583
Baldwiniella,583
Bissetia,583
Circulifolium,583
Cryptopodia,583
Curvicladium,583
Distichia,583
Echinodiopsis,583
Eleutera,583
Exsertotheca,583
Handeliobryum,583
Himantocladium,583
Homalia,583
Homaliadelphus,583
Homaliodendron,583
Homaliopsis,583
Hydrocryphaea,583
Isodrepanium,583
Limbella,583
Metaneckera,583
Neckera,583
Neckeradelphus,583
Neckerites,583
Neckeropsis,583
Neomacounia,583
Noguchiodendron,583
Pendulothecium,583
Pinnatella,583
Porothamnium,583
Porotrichum,583
Rhystophyllum,583
Shevockia,583
Thamnium,583
Thamnobryum,583
Thamnomalia,583
Touwia,583
Neotrichocolea,584
Notothylas,585
Octoblepharum,586
Oedipodium,587
Orthorrhynchium,588
Amphidium,589
Amphoridium,589
Anodontium,589
Brachytrichum,589
Bryodixonia,589
Bryomaltaea,589
Cardotiella,589
Ceuthotheca,589
Codonoblepharon,589
Coleochaetium,589
Craspedophyllum,589
Cryptocarpon,589
Cylicocarpus,589
Dasymitrium,589
Desmotheca,589
Dorcadion,589
Drummondia,589
Euzygodon,589
Florschuetziella,589
Groutiella,589
Kleioweisiopsis,589
Leiomitrium,589
Leiotheca,589
Leptodontiopsis,589
Leratia,589
Leratiella,589
Macrocoma,589
Macromitrium,589
Matteria,589
Micromitrium,589
Muelleriella,589
Orthomitrium,589
Orthotrichum,589
Pentastichella,589
Pleurorthotrichum,589
Schlotheimia,589
Sehnemobryum,589
Stoneobryum,589
Stroemia,589
Teichodontium,589
Trigonodictyon,589
Uleastrum,589
Ulota,589
Zygodon,589
Oxymitra,590
Amphibiophytum,591
Blyttia,591
Diplomitrion,591
Greeneothallus,591
Hattorianthus,591
Jensenia,591
Kormickia,591
Makednothallus,591
Moerckia,591
Pallavicinia,591
Pallavicinius,591
Podomitrium,591
Seppeltia,591
Symphyogyna,591
Symphyogynopsis,591
Xenothallus,591
Androcryphia,592
Noteroclada,592
Pellia,592
Drepanophyllum,593
Mniomalia,593
Phyllodrepanium,593
Phyllogonium,594
Callicostella,595
Callicostellopsis,595
Crossomitrium,595
Cyclodictyon,595
Helicoblepharum,595
Lepidopilidium,595
Pilotrichum,595
Thamniopsis,595
Trachyxiphium,595
Acrochila,596
Carpolepidum,596
Chiastocaulon,596
Dinckleria,596
Noguchia,596
Pedinophyllum,596
Plagiochila,596
Plagiochilidium,596
Plagiochilion,596
Proskauera,596
Steereochila,596
Szweykowskia,596
Xenochila,596
Acrocladiopsis,597
Bardunovia,597
Isocladiella,597
Isopterygiopsis,597
Pilaisaea,597
Plagiotheciella,597
Plagiothecium,597
Pseudotaxiphyllum,597
Pleurophascum,598
Eopleurozia,599
Physiotium,599
Pleurozia,599
Pleuroziopsis,600
Alophosia,601
Atrichites,601
Atrichopsis,601
Atrichum,601
Bartramiopsis,601
Callibryon,601
Catharinea,601
Catharinella,601
Dawsonia,601
Dendroligotrichum,601
Eopolytrichum,601
Hebantia,601
Itatiella,601
Lyellia,601
Meiotrichum,601
Microdendron,601
Notoligotrichum,601
Oligotrichum,601
Plagioracelopus,601
Pogonatum,601
Polytrichadelphus,601
Polytrichastrum,601
Polytrichites,601
Polytrichum,601
Pseudatrichum,601
Pseudoracelopus,601
Psilopilum,601
Racelopodopsis,601
Racelopus,601
Steereobryon,601
Triplocoma,601
Antoiria,602
Ascidiota,602
Bellincinia,602
Macvicaria,602
Madotheca,602
Porella,602
Acaulon,603
Acaulonopsis,603
Algaria,603
Aloina,603
Aloinella,603
Anacalypta,603
Anictangium,603
Anoectangium,603
Aschisma,603
Asteriscium,603
Astomum,603
Barbula,603
Bellibarbula,603
